1,2,3,4,5,6,7,8,9,10,Prg,Total1,Total2,Year,Month,Pass/Fail
1,2,3,0,0,2,0,0,0,0,N,8,0,2022,3,U
3,2,3,3,3,1,0,0,0,0,L,15,0,2022,3,P
1,2,3,1,3,2,2,2,0,0,E,12,4,2022,3,P
0,2,2,3,3,3,0,0,0,0,-,13,0,2022,3,P
1,2,3,1,3,1,0,0,0,0,B,11,0,2022,3,P
3,2,3,1,3,0,0,0,0,0,-,12,0,2022,3,P
2,3,3,3,3,2,2,3,0,0,B,16,5,2022,3,P
1,2,3,3,3,2,2,3,0,0,W,14,5,2022,3,P
3,1,0,2,2,1,1,1,0,0,E,9,2,2022,3,P
1,0,0,1,3,1,0,0,0,0,K,6,0,2022,3,U
0,3,3,3,3,3,0,0,0,0,B,15,0,2022,3,P
1,3,3,1,0,1,2,0,0,0,BI,9,2,2022,3,P
0,0,0,0,0,0,0,0,0,0,V,0,0,2022,3,U
3,2,0,0,3,0,0,0,0,0,B,8,0,2022,3,U
0,1,0,2,3,0,0,0,0,0,V,6,0,2022,3,U
0,0,0,0,0,0,0,0,0,0,L,0,0,2022,3,U
2,3,2,3,3,3,2,2,0,0,W,16,4,2022,3,P
0,2,1,3,3,2,1,1,0,0,K,11,2,2022,3,P
1,1,0,2,3,0,0,0,0,0,L,7,0,2022,3,U
1,1,0,0,0,0,0,0,0,0,K,2,0,2022,3,U
2,2,3,2,3,2,0,0,0,0,N,14,0,2022,3,P
0,3,3,1,3,2,2,1,0,0,K,12,3,2022,3,P
3,0,1,1,0,0,0,0,0,0,E,5,0,2022,3,U
3,3,3,3,3,2,0,0,0,0,L,17,0,2022,3,P
3,2,0,3,0,1,0,0,0,0,V,9,0,2022,3,U
3,3,3,3,3,2,3,1,1,0,B,17,5,2022,3,P
3,3,3,3,3,3,3,1,0,0,B,18,4,2022,3,P
0,1,0,2,3,2,0,0,0,0,C,8,0,2022,3,U
0,0,0,0,0,0,0,0,0,0,V,0,0,2022,3,U
3,3,3,3,3,2,3,1,2,0,E,17,6,2022,3,P
3,2,3,3,0,2,0,0,0,0,E,13,0,2022,3,P
0,0,2,0,3,0,0,0,0,0,V,5,0,2022,3,U
1,0,1,0,0,0,0,0,0,0,BI,2,0,2022,3,U
0,0,1,0,0,1,0,0,0,0,W,2,0,2022,3,U
0,0,1,1,0,0,0,0,0,0,M,2,0,2022,3,U
3,1,3,3,1,0,0,0,0,0,K,11,0,2022,3,P
0,0,0,0,0,0,0,0,0,0,K,0,0,2022,3,U
0,2,1,0,0,3,0,0,0,0,BI,6,0,2022,3,U
1,3,2,1,0,3,0,0,0,0,L,10,0,2022,3,P
1,0,3,1,3,2,0,0,0,0,W,10,0,2022,3,P
2,1,3,3,1,1,0,0,0,0,BI,11,0,2022,3,P
3,2,3,2,3,2,0,3,0,0,V,15,3,2022,3,P
2,0,3,1,0,1,0,3,0,0,E,7,3,2022,3,U
3,2,3,3,3,1,1,1,0,0,V,15,2,2022,3,P
1,1,1,3,0,1,0,0,0,0,V,7,0,2022,3,U
2,0,3,0,0,2,0,0,0,0,BI,7,0,2022,3,U
3,3,3,3,3,3,2,3,2,0,B,18,7,2022,3,P
2,0,0,2,0,3,1,2,1,0,I,7,4,2022,3,U
0,1,2,0,0,0,0,0,0,0,L,3,0,2022,3,U
2,2,3,2,3,1,1,1,0,0,K,13,2,2022,3,P
3,1,3,2,2,2,0,0,0,0,I,13,0,2022,3,P
3,3,2,3,3,3,0,0,0,0,E,17,0,2022,3,P
1,2,3,3,0,0,0,0,0,0,E,9,0,2022,3,U
3,3,3,3,3,2,3,2,0,0,N,17,5,2022,3,P
2,3,1,2,0,2,1,0,0,0,N,10,1,2022,3,P
3,0,3,3,0,2,0,0,0,0,E,11,0,2022,3,U
0,0,3,1,0,0,0,0,0,0,E,4,0,2022,3,U
0,0,0,0,0,0,0,0,0,0,E,0,0,2022,3,U
2,2,2,3,2,2,0,0,0,0,E,13,0,2022,3,P
2,2,3,2,0,3,0,0,0,0,E,12,0,2022,3,P
1,2,3,3,2,3,3,3,0,0,I,14,6,2022,3,P
0,0,3,3,0,2,0,0,0,0,B,8,0,2022,3,U
1,1,1,3,3,1,1,0,0,0,W,10,1,2022,3,P
3,1,3,3,3,2,1,1,0,0,W,15,2,2022,3,P
3,2,3,2,3,2,0,1,0,0,K,15,1,2022,3,P
0,0,0,0,0,0,0,0,0,0,BI,0,0,2022,3,U
0,1,3,3,0,2,0,0,0,0,L,9,0,2022,3,U
3,3,3,2,2,3,2,1,0,0,W,16,3,2022,3,P
2,3,3,3,3,2,1,3,1,0,B,16,5,2022,3,P
1,2,3,0,0,2,0,0,0,0,I,8,0,2022,3,U
1,1,3,0,0,1,0,0,0,0,D,6,0,2022,3,U
0,0,0,0,0,0,0,0,0,0,K,0,0,2022,3,U
3,3,3,3,3,2,2,2,0,0,BI,17,4,2022,3,P
2,3,1,3,3,2,0,1,0,0,V,14,1,2022,3,P
1,0,1,0,3,0,0,0,0,0,V,5,0,2022,3,U
2,1,0,3,3,1,0,0,0,0,V,10,0,2022,3,P
3,2,3,3,3,2,0,3,1,0,W,16,4,2022,3,P
3,3,3,3,3,1,0,2,0,0,B,16,2,2022,3,P
1,3,3,3,3,1,0,3,0,1,PI,14,4,2022,3,P
2,2,3,0,3,1,0,0,0,0,L,11,0,2022,3,P
1,0,1,3,0,1,0,1,0,0,V,6,1,2022,3,U
0,2,0,0,0,2,0,0,0,0,M,4,0,2022,3,U
1,1,2,0,0,0,0,0,0,0,M,4,0,2022,3,U
3,2,3,3,1,2,1,1,0,0,W,14,2,2022,3,P
2,2,3,2,0,1,0,0,0,0,V,10,0,2022,3,P
3,2,3,3,0,0,0,0,0,0,B,11,0,2022,3,U
0,0,1,0,0,0,0,0,0,0,W,1,0,2022,3,U
0,0,0,0,0,0,0,0,0,0,TM,0,0,2022,3,U
0,1,1,1,0,1,0,0,0,0,K,4,0,2022,3,U
0,0,0,0,0,1,0,0,0,0,W,1,0,2022,3,U
0,0,0,0,0,0,0,0,0,0,BI,0,0,2022,3,U
2,0,3,0,0,1,0,0,0,0,D,6,0,2022,3,U
0,0,3,0,0,2,0,0,0,0,E,5,0,2022,3,U
1,0,0,0,0,0,0,0,0,0,N,1,0,2022,3,U
2,1,3,3,2,1,1,3,0,0,B,12,4,2022,3,P
2,3,1,3,3,2,0,1,0,0,K,14,1,2022,3,P
3,3,3,3,3,3,3,3,3,0,-,18,9,2022,3,P
3,2,3,1,3,2,1,3,0,0,K,14,4,2022,3,P
2,2,3,3,2,2,3,0,1,0,-,14,4,2022,3,P
3,3,2,3,3,3,3,2,0,0,-,17,5,2022,3,P
1,0,0,0,0,0,0,0,0,0,W,1,0,2022,3,U
0,0,2,0,3,0,0,0,0,0,E,5,0,2022,3,U
3,3,3,2,3,3,0,0,0,0,E,17,0,2022,3,P
1,1,3,3,3,0,0,0,0,0,E,11,0,2022,3,P
3,2,3,2,3,0,0,0,0,0,C,13,0,2022,3,P
1,2,0,0,0,2,0,0,0,0,L,5,0,2022,3,U
3,3,3,2,0,1,0,0,0,0,V,12,0,2022,3,P
0,0,1,0,0,0,0,0,0,0,L,1,0,2022,3,U
2,3,3,3,3,2,0,3,0,3,D,16,6,2022,5,P
0,0,0,0,0,0,0,0,0,0,E,0,0,2022,5,U
0,0,0,0,0,0,0,0,0,0,M,0,0,2022,5,U
1,0,0,0,0,0,0,0,0,0,D,1,0,2022,5,U
1,3,3,3,0,2,0,0,0,0,F,12,0,2022,5,P
3,2,0,2,1,2,0,0,0,0,MD,10,0,2022,5,P
3,3,1,3,1,0,0,0,0,0,V,11,0,2022,5,P
3,3,2,3,3,1,0,0,0,0,MD,15,0,2022,5,P
3,2,1,0,0,0,0,0,0,0,V,6,0,2022,5,U
0,0,0,0,0,0,0,0,0,0,BME,0,0,2022,5,U
1,3,3,0,3,2,0,0,0,0,BME,12,0,2022,5,P
3,3,1,2,0,1,0,0,0,0,F,10,0,2022,5,P
3,3,2,3,3,2,0,0,0,0,BME,16,0,2022,5,P
3,2,1,0,2,0,0,0,0,0,D,8,0,2022,5,U
2,3,2,1,2,0,0,0,0,0,D,10,0,2022,5,P
3,2,2,3,2,1,0,0,0,0,M,13,0,2022,5,P
2,2,2,1,3,2,0,0,0,0,D,12,0,2022,5,P
2,0,1,2,2,1,0,0,0,0,D,8,0,2022,5,U
3,2,1,0,0,2,0,0,0,0,BME,8,0,2022,5,U
2,2,3,0,2,0,0,0,0,0,Pi,9,0,2022,5,U
3,1,2,2,1,3,0,1,0,0,BME,12,1,2022,5,P
3,3,1,0,0,0,0,0,0,0,W,7,0,2022,5,U
2,0,2,1,1,3,0,0,0,0,BME,9,0,2022,5,P
2,3,3,2,1,1,0,0,0,0,Bi,12,0,2022,5,P
0,0,0,0,0,0,0,0,0,0,BME,0,0,2022,5,U
3,3,0,0,0,0,0,0,0,0,V,6,0,2022,5,U
3,2,0,0,0,0,0,0,0,0,V,5,0,2022,5,U
3,3,1,2,0,3,0,0,0,0,-,12,0,2022,5,P
3,0,0,2,0,1,0,0,0,0,D,6,0,2022,5,U
1,0,0,0,0,0,0,0,0,0,TM,1,0,2022,5,U
3,3,3,3,3,1,0,0,0,0,V,16,0,2022,5,P
1,0,0,0,0,0,0,0,0,0,C,1,0,2022,5,U
3,3,2,2,3,1,3,3,0,2,D,14,8,2022,5,P
2,3,1,3,0,2,0,0,0,0,D,11,0,2022,5,P
3,3,2,3,0,2,0,0,0,0,M,13,0,2022,5,P
3,3,1,3,1,3,3,1,0,0,D,14,4,2022,5,P
3,3,1,3,3,1,0,3,1,0,D,14,4,2022,5,P
3,3,3,3,0,1,0,1,0,0,D,13,1,2022,5,P
3,3,3,3,0,3,0,0,0,0,M,15,0,2022,5,P
3,3,1,3,0,2,0,0,0,0,L,12,0,2022,5,P
3,3,2,1,0,0,0,0,0,0,D,9,0,2022,5,U
3,3,2,3,0,0,0,0,0,0,D,11,0,2022,5,U
3,0,1,3,0,0,0,0,0,0,BME,7,0,2022,5,U
1,0,0,0,0,0,0,0,0,0,BI,1,0,2022,5,U
3,3,1,3,0,2,0,0,0,0,M,12,0,2022,5,P
2,3,0,3,1,1,0,0,0,0,V,10,0,2022,5,P
1,3,1,3,2,0,0,0,0,0,M,10,0,2022,5,P
3,3,1,3,1,0,0,0,0,0,C,11,0,2022,5,P
3,2,2,2,3,3,2,3,0,2,D,15,7,2022,5,P
3,2,1,0,1,2,0,0,0,0,D,9,0,2022,5,P
0,0,0,0,0,0,0,0,0,0,B,0,0,2022,5,U
3,2,3,3,2,2,2,2,0,0,D,15,4,2022,5,P
3,3,3,3,3,3,0,0,0,0,D,18,0,2022,5,P
3,1,2,2,0,2,0,0,0,0,D,10,0,2022,5,P
3,2,3,3,1,3,0,0,0,0,D,15,0,2022,5,P
3,0,1,2,0,2,0,0,0,0,D,8,0,2022,5,U
3,3,1,2,0,2,0,0,0,0,K,11,0,2022,5,P
2,1,2,3,2,2,0,0,0,0,D,12,0,2022,5,P
3,1,2,2,0,1,0,0,0,0,-,9,0,2022,5,P
3,3,1,2,3,3,0,1,0,1,D,15,2,2022,5,P
3,3,2,3,1,3,0,0,0,0,BME,15,0,2022,5,P
2,1,1,2,1,2,0,0,0,0,E,9,0,2022,5,P
1,0,0,0,0,0,0,0,0,0,-,1,0,2022,5,U
2,3,2,0,1,1,0,0,0,0,D,9,0,2022,5,P
2,2,2,2,0,3,0,0,0,0,D,11,0,2022,5,P
1,0,1,0,0,1,0,0,0,0,D,3,0,2022,5,U
3,3,3,2,3,3,0,2,1,0,D,17,3,2022,5,P
3,3,2,2,2,2,0,1,0,0,D,14,1,2022,5,P
3,0,2,0,0,0,0,0,0,0,C,5,0,2022,5,U
3,2,2,2,2,3,0,0,0,0,C,14,0,2022,5,P
2,0,1,0,0,0,0,0,0,0,BME,3,0,2022,5,U
3,2,2,3,2,2,0,0,0,0,D,14,0,2022,5,P
3,0,1,0,2,0,0,0,0,0,N,6,0,2022,5,U
3,3,2,3,3,2,0,2,0,0,D,16,2,2022,5,P
2,3,3,3,0,1,0,0,0,0,D,12,0,2022,5,P
1,3,3,3,3,2,0,0,0,0,D,15,0,2022,5,P
3,0,1,2,3,3,0,1,1,0,D,12,2,2022,5,P
2,0,2,3,1,3,0,2,0,0,D,11,2,2022,5,P
3,0,2,2,2,0,0,0,0,0,D,9,0,2022,5,U
3,2,2,1,1,2,0,0,0,0,D,11,0,2022,5,P
3,3,1,0,1,0,0,0,0,0,BME,8,0,2022,5,U
2,3,1,2,0,2,0,0,0,0,BME,10,0,2022,5,P
3,2,3,3,3,3,0,1,0,0,BME,17,1,2022,5,P
3,3,3,2,0,3,0,0,0,0,BME,14,0,2022,5,P
3,3,3,3,3,3,1,3,0,0,D,18,4,2022,5,P
0,0,0,0,0,0,0,0,0,0,D,0,0,2022,5,U
3,2,1,1,3,3,0,0,0,0,-,13,0,2022,5,P
1,2,1,0,0,0,0,0,0,0,BME,4,0,2022,5,U
2,1,3,0,0,0,0,0,0,0,V,6,0,2022,5,U
2,1,3,2,2,1,0,2,0,0,D,11,2,2022,5,P
2,0,3,2,0,1,0,0,0,0,BME,8,0,2022,5,U
1,3,1,2,0,0,0,0,0,0,D,7,0,2022,5,U
2,2,3,2,0,1,0,0,0,0,BME,10,0,2022,5,P
0,1,0,0,0,0,0,0,0,0,D,1,0,2022,5,U
3,3,2,2,3,2,0,0,0,0,D,15,0,2022,5,P
3,3,1,2,2,3,0,1,1,0,D,14,2,2022,5,P
0,0,0,0,0,0,0,0,0,0,D,0,0,2022,5,U
1,1,2,0,0,0,0,0,0,0,D,4,0,2022,5,U
3,3,3,3,2,3,0,1,0,0,D,17,1,2022,5,P
3,3,2,2,3,1,0,2,0,0,BME,14,2,2022,5,P
3,3,1,2,0,3,0,0,0,0,BME,12,0,2022,5,P
1,2,1,0,2,0,0,0,0,0,K,6,0,2022,5,U
3,2,1,0,2,3,0,0,0,0,D,11,0,2022,5,P
0,0,0,0,0,0,0,0,0,0,BME,0,0,2022,5,U
2,2,3,3,3,3,0,1,0,0,D,16,1,2022,5,P
3,0,1,1,1,1,0,0,0,0,D,7,0,2022,5,U
3,3,2,3,2,2,0,0,0,0,D,15,0,2022,5,P
0,0,0,0,0,0,0,0,0,0,D,0,0,2022,5,U
3,3,3,2,1,2,0,0,0,0,M,14,0,2022,5,P
2,0,0,1,0,0,0,0,0,0,C,3,0,2022,5,U
2,3,1,1,0,3,0,0,0,0,F,10,0,2022,5,P
2,0,2,0,0,0,0,0,0,0,BME,4,0,2022,5,U
2,3,2,2,0,0,0,0,0,0,L,9,0,2022,5,U
3,0,3,1,2,0,0,0,0,0,BI,9,0,2022,5,U
2,1,1,1,0,0,0,0,0,0,C,5,0,2022,5,U
1,0,1,1,0,0,0,0,0,0,V,3,0,2022,5,U
3,1,2,3,3,2,0,0,0,0,BME,14,0,2022,5,P
3,3,1,3,1,3,0,0,0,0,BME,14,0,2022,5,P
2,3,3,3,3,1,0,0,0,0,D,15,0,2022,5,P
3,3,2,3,1,3,3,1,0,0,D,15,4,2022,5,P
3,1,3,3,0,1,0,0,0,0,D,11,0,2022,5,P
3,1,1,3,2,1,0,0,0,0,-,11,0,2022,5,P
1,1,2,3,0,0,0,0,0,0,D,7,0,2022,5,U
1,0,0,1,0,0,0,0,0,0,D,2,0,2022,5,U
3,2,1,2,3,3,0,0,0,0,V,14,0,2022,5,P
3,1,1,3,1,2,0,0,0,0,BME,11,0,2022,5,P
3,1,1,3,2,1,0,0,0,0,D,11,0,2022,5,P
3,3,3,3,1,1,0,0,0,0,BME,14,0,2022,5,P
3,2,1,3,0,1,0,0,0,0,BME,10,0,2022,5,P
2,0,1,3,0,0,0,0,0,0,M,6,0,2022,5,U
3,3,2,2,1,1,0,0,0,0,D,12,0,2022,5,P
3,1,3,3,1,3,0,1,0,0,D,14,1,2022,5,P
2,3,3,2,1,0,0,0,0,0,D,11,0,2022,5,P
3,2,1,3,0,1,0,0,0,0,C,10,0,2022,5,P
3,2,2,0,2,1,0,0,0,0,BME,10,0,2022,5,P
3,0,3,3,2,2,0,0,0,0,BME,13,0,2022,5,P
3,3,3,3,2,1,0,0,0,0,BME,15,0,2022,5,P
3,2,2,1,1,0,0,0,0,0,BME,9,0,2022,5,P
2,0,0,2,2,0,0,0,0,0,E,6,0,2022,5,U
1,2,2,0,1,0,0,0,0,0,D,6,0,2022,5,U
0,0,0,0,0,0,0,0,0,0,D,0,0,2022,5,U
3,3,3,3,1,1,0,3,0,3,D,14,6,2022,5,P
3,0,1,3,1,1,0,0,0,0,BME,9,0,2022,5,P
3,3,3,3,3,1,0,2,0,0,BME,16,2,2022,5,P
3,2,0,2,0,0,0,0,0,0,W,7,0,2022,5,U
3,0,1,3,1,1,0,0,0,0,-,9,0,2022,5,P
1,3,3,3,1,2,0,0,0,0,D,13,0,2022,5,P
3,3,3,3,2,0,0,3,0,3,D,14,6,2022,5,P
1,0,0,1,0,0,0,0,0,0,D,2,0,2022,5,U
0,3,3,3,1,2,0,0,0,0,BME,12,0,2022,5,P
3,2,1,3,3,2,3,1,0,0,D,14,4,2022,5,P
3,1,3,1,0,1,0,0,0,0,D,9,0,2022,5,P
3,3,2,3,0,2,0,0,0,0,V,13,0,2022,5,P
2,3,3,0,0,0,0,0,0,0,M,8,0,2022,5,U
2,3,1,3,0,1,0,0,0,0,D,10,0,2022,5,P
3,0,0,2,0,2,0,0,0,0,BME,7,0,2022,5,U
3,3,3,3,2,1,0,0,0,0,M,15,0,2022,5,P
2,2,1,0,0,2,0,0,0,0,D,7,0,2022,5,U
3,3,3,3,3,3,0,1,0,0,BME,18,1,2022,5,P
2,3,0,0,0,0,0,0,0,0,D,5,0,2022,5,U
0,1,1,0,1,1,0,0,0,0,D,4,0,2022,5,U
3,3,3,3,0,1,0,0,0,0,L,13,0,2022,5,P
3,3,3,3,1,0,0,0,0,0,D,13,0,2022,5,P
3,3,3,3,2,3,0,0,0,0,D,17,0,2022,5,P
3,3,3,3,0,3,0,0,0,0,Bi,15,0,2022,5,P
3,3,3,3,3,2,0,2,0,0,D,17,2,2022,5,P
3,0,1,0,0,0,0,0,0,0,C,4,0,2022,5,U
3,3,0,1,0,0,0,0,0,0,C,7,0,2022,5,U
3,2,1,2,0,2,0,0,0,0,L,10,0,2022,5,P
2,3,2,3,3,2,0,0,0,0,BME,15,0,2022,5,P
3,3,0,3,1,1,0,0,0,0,C,11,0,2022,5,P
3,3,2,3,2,3,2,1,0,0,D,16,3,2022,5,P
3,3,3,3,1,3,0,3,0,1,D,16,4,2022,5,P
2,3,3,3,0,3,0,0,0,0,V,14,0,2022,5,P
3,3,0,3,0,0,0,0,0,0,C,9,0,2022,5,U
1,0,0,0,0,0,0,0,0,0,C,1,0,2021,10,U
3,3,0,3,3,2,0,0,0,0,F,14,0,2021,10,P
2,3,1,3,3,3,1,1,0,0,Pi,15,2,2021,10,P
2,0,0,3,3,1,0,0,0,0,Bi,9,0,2021,10,U
1,0,0,1,0,0,0,0,0,0,W,2,0,2021,10,U
1,1,0,3,2,2,0,0,0,0,N,9,0,2021,10,P
3,3,0,3,3,1,0,0,0,0,F,13,0,2021,10,P
3,3,1,3,0,3,0,0,0,0,W,13,0,2021,10,P
3,3,0,1,1,1,0,0,0,0,Bi,9,0,2021,10,P
1,2,0,1,1,1,0,0,0,0,Bi,6,0,2021,10,U
0,0,0,1,0,0,0,0,0,0,D,1,0,2021,10,U
2,3,0,1,1,3,0,0,0,0,BME,10,0,2021,10,P
3,2,0,1,3,2,0,0,0,0,BME,11,0,2021,10,P
3,3,0,1,2,1,0,0,0,0,C,10,0,2021,10,P
3,1,0,1,3,1,1,0,0,0,Pi,9,1,2021,10,P
3,3,2,3,3,3,3,0,1,3,F,17,7,2021,10,P
3,3,2,3,3,3,0,0,1,3,F,17,4,2021,10,P
3,3,1,3,3,3,0,0,0,0,Pi,16,0,2021,10,P
3,3,1,3,3,3,3,1,0,0,F,16,4,2021,10,P
1,3,3,3,3,3,2,0,0,2,F,16,4,2021,10,P
3,3,1,3,2,2,0,0,0,0,Pi,14,0,2021,10,P
3,3,0,3,3,1,0,1,0,0,F,13,1,2021,10,P
2,3,1,3,3,1,0,0,0,0,Pi,13,0,2021,10,P
3,3,0,2,2,1,1,0,0,0,Pi,11,1,2021,10,P
0,3,0,1,1,3,0,0,0,0,D,8,0,2021,10,U
3,3,2,3,0,1,0,0,0,0,F,12,0,2021,10,P
2,0,0,0,0,1,0,0,0,0,E,3,0,2021,10,U
3,3,2,3,3,3,0,3,2,3,F,17,8,2021,10,P
1,3,0,2,2,1,0,0,0,0,Bi,9,0,2021,10,P
3,3,2,3,3,3,1,3,1,2,F,17,7,2021,10,P
3,3,0,3,3,3,1,0,0,0,F,15,1,2021,10,P
1,0,0,1,0,0,0,0,0,0,D,2,0,2021,10,U
3,3,1,3,3,3,1,0,0,0,F,16,1,2021,10,P
3,1,0,3,3,1,0,0,0,0,Pi,11,0,2021,10,P
3,3,1,3,3,3,0,3,0,1,F,16,4,2021,10,P
3,3,0,3,1,2,0,0,0,0,Pi,12,0,2021,10,P
0,0,0,0,0,1,0,0,0,0,BME,1,0,2021,10,U
3,3,0,3,3,3,1,0,0,0,F,15,1,2021,10,P
3,3,3,3,3,3,3,0,1,0,F,18,4,2021,10,P
1,3,1,3,3,3,0,0,1,0,Pi,14,1,2021,10,P
3,3,3,3,3,1,0,0,0,0,I,16,0,2021,10,P
1,2,0,1,1,0,0,0,0,0,BME,5,0,2021,10,U
1,3,0,1,1,3,0,0,0,0,Bi,9,0,2021,10,P
0,3,0,3,1,0,0,0,0,0,M,7,0,2021,10,U
1,3,0,2,3,2,0,0,0,0,L,11,0,2021,10,P
2,3,1,3,3,1,2,1,3,2,F,13,8,2021,10,P
3,3,1,0,3,3,3,1,0,0,F,13,4,2021,10,P
3,3,3,3,3,3,1,1,3,0,F,18,5,2021,10,P
3,3,3,3,3,3,3,3,3,1,Pi,18,10,2021,10,P
3,3,0,3,3,3,0,0,0,0,Pi,15,0,2021,10,P
2,0,1,3,3,1,0,0,0,0,Pi,10,0,2021,10,P
3,3,2,3,3,1,0,0,0,0,F,15,0,2021,10,P
3,3,0,1,2,2,2,3,1,0,Pi,11,6,2021,10,P
3,3,1,3,3,3,1,3,1,0,F,16,5,2021,10,P
3,3,2,3,3,3,1,0,0,0,Pi,17,1,2021,10,P
3,3,0,1,0,1,0,0,0,0,I,8,0,2021,10,U
0,0,0,0,1,1,0,0,0,0,Pi,2,0,2021,10,U
2,3,0,3,1,3,0,0,0,0,Pi,12,0,2021,10,P
3,2,2,3,3,3,3,1,2,0,Pi,16,6,2021,10,P
