1,2,3,4,5,6,7,8,9,10,Prg,Total1,Total2,Year,Month,Pass/Fail
3,3,1,3,3,3,1,0,1,0,F,16,2,2021,10,P
3,3,3,3,3,3,1,3,3,3,F,18,10,2021,10,P
3,3,1,3,3,3,0,3,1,0,F,16,4,2021,10,P
3,3,1,3,3,3,0,2,0,0,F,16,2,2021,10,P
2,3,3,3,3,1,2,2,3,0,F,15,7,2021,10,P
3,3,3,3,3,3,0,2,2,0,F,18,4,2021,10,P
1,3,0,3,2,1,0,0,0,0,F,10,0,2021,10,P
3,3,1,3,3,3,0,0,1,0,F,16,1,2021,10,P
3,3,2,2,3,3,1,2,2,1,Pi,16,6,2021,10,P
3,3,1,3,3,2,3,0,0,0,F,15,3,2021,10,P
0,3,0,1,0,3,0,0,0,0,F,7,0,2021,10,U
3,3,0,3,3,3,0,1,0,0,F,15,1,2021,10,P
0,0,0,1,0,2,0,0,0,0,V,3,0,2021,10,U
1,3,1,3,3,3,0,0,3,1,F,14,4,2021,10,P
3,3,0,3,3,3,1,0,0,0,F,15,1,2021,10,P
2,3,0,0,0,0,0,0,0,0,L,5,0,2021,10,U
3,3,1,3,1,2,0,0,0,0,Pi,13,0,2021,10,P
3,3,3,3,3,3,3,1,3,3,Pi,18,10,2021,10,P
3,3,0,2,0,2,0,0,0,0,F,10,0,2021,10,U
3,3,1,3,3,3,1,0,0,3,F,16,4,2021,10,P
3,3,3,3,3,3,0,0,0,0,F,18,0,2021,10,P
3,3,3,3,3,3,3,1,3,0,F,18,7,2021,10,P
3,3,0,3,3,3,1,0,0,0,F,15,1,2021,10,P
3,3,1,3,3,3,0,0,0,0,Pi,16,0,2021,10,P
3,3,1,3,3,1,0,0,0,0,F,14,0,2021,10,P
3,3,1,3,3,3,0,0,0,0,F,16,0,2021,10,P
2,3,0,2,3,3,0,0,0,0,Pi,13,0,2021,10,P
0,0,0,0,0,0,0,0,0,0,V,0,0,2021,10,U
1,3,0,3,1,0,0,0,0,0,F,8,0,2021,10,U
3,3,1,3,3,3,3,3,3,0,F,16,9,2021,10,P
3,3,3,3,3,3,3,3,3,3,F,18,12,2021,10,P
3,3,0,3,3,2,2,0,3,0,F,14,5,2021,10,P
0,3,0,0,0,0,0,0,0,0,D,3,0,2021,10,U
0,2,0,1,0,0,0,0,0,0,V,3,0,2021,10,U
3,1,0,3,1,1,0,0,0,0,Pi,9,0,2021,10,P
3,3,1,3,3,3,3,0,1,0,F,16,4,2021,10,P
3,3,0,3,3,1,0,0,0,0,F,13,0,2021,10,P
0,0,0,0,0,1,0,0,0,0,BME,1,0,2021,10,U
2,2,1,3,2,1,0,0,0,0,D,11,0,2021,10,P
1,1,1,2,3,1,0,0,0,0,F,9,0,2021,10,P
3,3,3,2,3,2,3,2,1,0,Pi,16,6,2021,10,P
2,3,1,3,0,1,0,0,0,0,D,10,0,2021,10,P
3,3,0,3,3,1,0,0,1,0,F,13,1,2021,10,P
0,0,0,1,0,0,0,0,0,0,M,1,0,2021,10,U
2,3,0,3,3,3,3,0,0,0,F,14,3,2021,10,P
2,3,1,3,3,3,2,0,2,3,F,15,7,2021,10,P
3,3,0,3,3,2,1,0,2,0,F,14,3,2021,10,P
3,3,1,3,2,1,1,1,0,0,F,13,2,2021,10,P
3,3,0,3,3,1,2,0,3,0,F,13,5,2021,10,P
0,0,0,3,0,0,0,0,0,0,BME,3,0,2021,10,U
3,3,0,3,3,1,1,3,1,0,Pi,13,5,2021,10,P
2,3,0,3,3,1,0,0,0,0,BME,12,0,2021,10,P
3,3,0,3,3,3,1,0,0,0,Pi,15,1,2021,10,P
3,3,1,3,3,2,3,2,2,0,F,15,7,2021,10,P
2,3,3,3,3,1,3,0,1,0,F,15,4,2021,10,P
0,3,0,1,2,0,1,0,0,0,Pi,6,1,2021,10,U
3,3,1,3,3,3,3,3,1,0,F,16,7,2021,10,P
3,3,0,3,3,2,0,0,2,0,F,14,2,2021,10,P
3,3,0,3,3,3,0,0,2,0,F,15,2,2021,10,P
1,3,0,3,3,1,1,2,3,0,Pi,11,6,2021,10,P
3,3,2,3,3,3,0,1,1,0,Pi,17,2,2021,10,P
3,3,2,3,3,2,0,0,3,0,F,16,3,2021,10,P
2,3,1,3,3,3,1,0,1,0,Pi,15,2,2021,10,P
3,3,0,0,0,0,0,0,0,0,D,6,0,2021,10,U
3,3,3,3,3,3,2,1,2,0,F,18,5,2021,10,P
3,3,0,1,2,2,0,0,0,0,D,11,0,2021,10,P
3,3,0,1,0,1,0,0,0,0,F,8,0,2021,10,U
3,3,1,3,3,3,3,3,0,0,F,16,6,2021,10,P
3,3,0,3,0,1,0,0,0,0,F,10,0,2021,10,U
0,3,1,3,1,2,2,0,1,0,Pi,10,3,2021,10,P
3,3,3,3,3,3,3,2,3,3,F,18,11,2021,10,P
3,3,1,3,3,2,3,2,2,3,F,15,10,2021,10,P
3,3,3,3,3,3,3,1,3,0,F,18,7,2021,10,P
2,3,0,1,0,0,0,0,0,0,I,6,0,2021,10,U
0,0,0,0,0,0,0,0,0,0,M,0,0,2021,10,U
2,0,0,1,0,1,0,0,0,0,Pi,4,0,2021,10,U
3,3,0,3,3,1,3,0,0,0,F,13,3,2021,10,P
0,3,1,3,3,3,2,0,0,0,Pi,13,2,2021,10,P
0,0,0,1,0,1,0,0,0,0,M,2,0,2021,10,U
3,3,3,3,3,3,1,3,1,0,F,18,5,2021,10,P
3,1,0,3,1,0,0,0,0,0,F,8,0,2021,10,U
3,3,0,0,3,3,2,3,0,1,F,12,6,2021,10,U
3,3,0,3,1,1,0,1,1,0,Pi,11,2,2021,10,P
3,3,0,1,1,0,0,0,0,0,Pi,8,0,2021,10,U
3,1,0,3,1,0,0,0,0,0,Pi,8,0,2021,10,U
3,3,3,3,3,2,1,0,3,0,F,17,4,2021,10,P
0,0,0,0,0,0,0,0,0,0,C,0,0,2021,10,U
0,0,0,1,0,0,0,0,0,0,C,1,0,2021,10,U
0,3,1,3,3,1,0,0,0,0,F,11,0,2021,10,P
3,3,3,3,3,3,1,1,0,0,F,18,2,2021,10,P
3,3,3,3,3,3,1,0,1,0,F,18,2,2021,10,P
3,3,0,3,3,3,1,3,0,0,F,15,4,2021,10,P
3,3,0,3,2,3,1,0,1,0,F,14,2,2021,10,P
3,3,3,3,3,3,2,0,2,0,F,18,4,2021,10,P
3,3,0,3,3,2,1,2,1,0,Pi,14,4,2021,10,P
1,3,0,2,0,2,0,0,0,0,L,8,0,2021,10,U
3,3,0,2,2,2,0,0,0,0,Pi,12,0,2021,10,P
3,3,0,3,3,3,3,0,3,3,F,15,9,2021,10,P
3,3,0,3,0,3,0,0,0,0,F,12,0,2021,10,U
3,3,0,3,3,3,0,1,1,0,Pi,15,2,2021,10,P
2,3,0,1,3,0,0,0,0,0,Pi,9,0,2021,10,U
0,3,0,2,3,3,0,0,0,0,F,11,0,2021,10,U
1,0,0,2,0,1,0,0,0,0,V,4,0,2021,10,U
1,0,1,2,3,3,2,2,2,3,F,10,9,2021,10,P
0,0,0,0,1,0,0,0,0,0,V,1,0,2021,10,U
3,3,2,1,3,1,0,0,0,0,E,13,0,2022,4,P
1,2,0,1,0,0,0,0,0,0,Bi,4,0,2022,4,U
3,3,3,3,2,2,1,0,2,1,I,16,4,2022,4,P
3,3,0,0,2,1,0,0,0,0,V,9,0,2022,4,U
3,3,2,2,1,2,0,0,0,0,E,13,0,2022,4,P
1,2,2,3,3,3,0,0,0,0,E,14,0,2022,4,P
3,2,3,3,3,0,0,0,0,0,E,14,0,2022,4,P
0,3,3,3,2,0,0,0,0,0,M,11,0,2022,4,U
2,3,3,3,3,1,1,1,3,0,I,15,5,2022,4,P
3,0,1,2,1,0,0,0,0,0,L,7,0,2022,4,U
1,3,1,1,1,0,0,0,0,0,V,7,0,2022,4,U
0,0,0,0,0,0,0,0,0,0,MD,0,0,2022,4,U
2,0,1,3,1,2,0,0,0,0,E,9,0,2022,4,P
1,0,3,3,0,0,0,0,0,0,N,7,0,2022,4,U
1,3,0,2,0,0,0,0,0,0,V,6,0,2022,4,U
3,3,2,3,3,3,0,0,0,0,I,17,0,2022,4,P
2,1,3,1,3,2,0,0,0,0,L,12,0,2022,4,P
3,0,1,1,2,0,0,0,0,0,Bi,7,0,2022,4,U
1,0,0,1,2,3,0,0,0,0,E,7,0,2022,4,U
3,0,0,2,0,0,0,0,0,0,Bi,5,0,2022,4,U
0,0,2,3,0,0,0,0,0,0,E,5,0,2022,4,U
3,1,3,3,2,0,0,0,0,0,M,12,0,2022,4,P
2,0,2,0,0,0,0,0,0,0,M,4,0,2022,4,U
3,1,0,0,0,0,0,0,0,0,K,4,0,2022,4,U
1,1,3,2,2,0,0,0,0,0,L,9,0,2022,4,P
1,3,2,1,3,3,0,2,2,0,I,13,4,2022,4,P
3,3,3,1,3,0,3,0,0,0,F,13,3,2022,4,P
3,3,3,3,2,3,1,0,0,0,I,17,1,2022,4,P
2,3,3,2,3,1,0,0,1,1,I,14,2,2022,4,P
1,3,1,2,2,3,1,1,1,0,I,12,3,2022,4,P
3,3,2,2,3,0,0,0,0,0,M,13,0,2022,4,P
1,0,2,2,2,0,0,0,0,0,E,7,0,2022,4,U
2,0,0,1,1,1,0,0,0,0,M1,5,0,2022,4,U
2,1,1,2,2,3,0,0,0,0,E,11,0,2022,4,P
3,3,3,3,3,3,1,0,3,0,K,18,4,2022,4,P
2,1,3,3,3,0,0,0,0,0,I,12,0,2022,4,P
3,3,1,3,3,0,0,0,0,0,V,13,0,2022,4,P
2,3,3,2,2,1,0,0,0,0,MD,13,0,2022,4,P
2,0,1,1,2,0,0,0,0,0,V,6,0,2022,4,U
2,3,3,2,3,1,0,0,0,0,D,14,0,2022,4,P
2,0,3,3,1,0,0,0,0,0,F,9,0,2022,4,U
3,1,2,2,1,3,0,0,0,0,Bi,12,0,2022,4,P
1,0,3,3,3,3,0,0,1,0,W,13,1,2022,4,P
2,1,0,0,0,0,0,0,0,0,E,3,0,2022,4,U
2,0,2,2,3,1,0,0,0,0,V,10,0,2022,4,P
1,3,3,3,2,0,0,0,0,0,V,12,0,2022,4,P
3,3,3,3,3,1,1,1,0,3,I,16,5,2022,4,P
3,1,2,1,3,2,0,0,0,0,E,12,0,2022,4,P
2,1,0,2,1,1,0,0,0,0,V,7,0,2022,4,U
2,0,3,1,0,2,0,0,0,0,V,8,0,2022,4,U
2,3,3,1,1,0,0,0,0,0,K,10,0,2022,4,P
3,1,3,3,3,3,0,0,3,1,E,16,4,2022,4,P
1,1,3,3,2,0,0,0,0,0,C,10,0,2022,4,P
3,2,2,1,3,1,0,0,0,0,B,12,0,2022,4,P
1,2,1,3,0,2,0,0,0,0,M,9,0,2022,3,P
2,1,3,1,3,2,0,0,0,0,L,12,0,2022,3,P
2,2,3,1,0,2,0,0,0,0,N,10,0,2022,3,P
0,1,0,0,0,0,0,0,0,0,W,1,0,2022,3,U
1,2,3,2,0,2,0,0,0,0,E,10,0,2022,3,P
2,1,0,0,1,0,0,0,0,0,L,4,0,2022,3,U
0,0,0,0,0,0,0,0,0,0,M,0,0,2022,3,U
0,2,0,0,1,2,1,0,0,0,L,5,1,2022,3,U
1,1,1,0,0,0,0,0,0,0,L,3,0,2022,3,U
2,1,3,0,0,0,0,0,0,0,I,6,0,2022,3,U
0,0,3,0,3,0,0,0,0,0,W,6,0,2022,3,U
2,2,2,2,0,2,1,2,0,0,K,10,3,2022,3,P
1,2,2,0,0,0,0,0,0,0,E,5,0,2022,3,U
1,2,1,0,3,0,0,0,0,0,M,7,0,2022,3,U
1,3,1,0,0,1,0,0,0,0,E,6,0,2022,3,U
3,2,0,0,0,2,0,0,0,0,V,7,0,2022,3,U
3,1,0,2,1,0,0,0,0,0,Bi,7,0,2022,4,U
3,1,3,3,2,3,0,0,0,0,D,15,0,2022,4,P
3,3,3,3,2,3,0,0,0,0,MD1,17,0,2022,4,P
2,0,2,2,1,0,0,0,0,0,V,7,0,2022,4,U
3,3,0,3,2,1,0,0,0,0,L,12,0,2022,4,P
3,0,3,1,2,1,0,0,0,0,L,10,0,2022,4,P
2,3,2,3,3,1,0,0,0,0,Pi,14,0,2022,4,P
1,1,1,1,2,0,0,0,0,0,E,6,0,2022,4,U
0,1,0,0,0,0,0,0,0,0,I,1,0,2022,4,U
3,3,3,3,2,1,0,0,0,0,D,15,0,2022,4,P
0,0,0,0,2,0,0,0,0,0,C,2,0,2022,4,U
3,1,3,3,3,3,0,0,0,0,W,16,0,2022,4,P
3,2,2,3,3,3,1,3,3,0,I,16,7,2022,4,P
3,0,3,1,3,1,0,0,0,0,B,11,0,2022,4,P
3,1,0,2,3,3,0,0,0,0,D,12,0,2022,4,P
3,2,2,1,3,0,0,0,0,0,L,11,0,2022,4,P
1,2,3,2,3,3,3,2,2,0,Pi,14,7,2022,4,P
2,1,2,0,3,1,0,0,0,0,Bi,9,0,2022,4,P
3,3,0,3,2,3,0,0,0,0,Bi,14,0,2022,4,P
0,0,0,1,2,0,0,0,0,0,I,3,0,2022,4,U
1,0,1,0,0,0,0,0,0,0,V,2,0,2022,4,U
3,0,0,0,0,0,0,0,0,0,V,3,0,2022,4,U
3,3,0,1,1,0,0,0,0,0,W,8,0,2022,4,U
0,0,0,1,0,0,0,0,0,0,N,1,0,2022,4,U
3,1,2,3,2,1,0,0,0,0,N,12,0,2022,4,P
1,2,0,1,0,0,0,0,0,0,C,4,0,2022,4,U
3,0,3,2,2,1,0,0,0,0,D,11,0,2022,4,P
3,3,3,3,3,2,1,1,3,0,I,17,5,2022,4,P
3,2,0,1,0,0,0,0,0,0,-,6,0,2022,4,U
3,0,0,2,0,0,0,0,0,0,N,5,0,2022,4,U
1,0,0,0,3,0,0,0,0,0,V,4,0,2022,4,U
3,0,2,3,2,3,0,0,0,0,N,13,0,2022,4,P
1,3,3,3,2,3,0,0,0,0,D,15,0,2022,4,P
3,1,3,2,2,0,0,0,0,0,L,11,0,2022,4,P
3,3,3,2,3,3,1,0,1,0,I,17,2,2022,4,P
0,1,2,0,2,0,0,0,0,0,M,5,0,2022,4,U
3,0,0,0,0,0,0,0,0,0,V,3,0,2022,4,U
3,0,0,3,0,3,0,0,0,0,MD,9,0,2022,4,U
0,1,3,3,3,0,0,0,0,0,V,10,0,2022,4,U
0,0,0,0,0,0,0,0,0,0,B,0,0,2022,4,U
2,1,3,3,3,1,0,0,0,0,F,13,0,2022,4,P
2,0,0,1,0,0,0,0,0,0,BME,3,0,2022,4,U
3,3,1,0,3,3,3,1,2,0,I,13,6,2022,4,P
2,1,3,2,3,1,0,0,1,0,D,12,1,2022,4,P
3,3,3,1,0,0,0,0,0,0,V,10,0,2022,4,U
3,1,3,0,3,1,0,0,0,0,W,11,0,2022,4,P
1,3,2,0,2,3,0,0,0,0,W,11,0,2022,4,P
2,1,2,2,2,0,0,0,0,0,V,9,0,2022,4,P
2,3,2,3,2,1,0,1,2,0,I,13,3,2022,4,P
3,1,2,1,2,3,0,0,0,0,BME,12,0,2022,4,P
2,1,3,1,2,3,0,0,0,0,C,12,0,2022,4,P
0,0,1,3,2,0,0,0,0,0,L,6,0,2022,4,U
3,0,0,2,0,0,0,0,0,0,BME,5,0,2022,4,U
2,3,3,3,3,1,0,2,2,0,M,15,4,2022,4,P
2,2,3,3,2,0,0,0,0,0,V,12,0,2022,4,P
1,0,0,0,3,0,0,0,0,0,MD,4,0,2022,4,U
3,1,2,3,3,3,0,0,0,3,M,15,3,2022,4,P
3,3,0,3,2,1,0,0,0,0,M,12,0,2022,4,P
2,3,3,3,2,0,0,0,0,0,L,13,0,2022,4,P
2,3,3,2,1,1,0,0,0,0,M,12,0,2022,4,P
2,0,2,1,0,0,0,0,0,0,B,5,0,2022,4,U
0,1,0,2,1,0,0,0,0,0,L,4,0,2022,4,U
1,0,3,3,1,0,0,0,0,0,D,8,0,2022,4,U
3,1,3,3,2,2,0,0,0,0,B,14,0,2022,4,P
3,0,0,3,2,0,0,0,0,0,E,8,0,2022,4,U
2,0,3,2,3,1,0,0,3,0,W,11,3,2022,4,P
3,1,2,3,1,1,0,0,2,0,K,11,2,2022,4,P
3,1,3,3,2,1,0,0,0,0,I,13,0,2022,4,P
1,2,3,2,1,2,1,0,3,0,E,11,4,2022,4,P
3,0,2,1,0,1,0,0,0,0,M,7,0,2022,4,U
3,3,0,0,2,3,0,0,0,0,F,11,0,2022,4,U
2,1,1,2,0,0,0,0,0,0,B,6,0,2022,4,U
1,3,1,0,3,3,1,1,2,0,I,11,4,2022,4,P
2,2,1,1,0,0,0,0,0,0,MD1,6,0,2022,4,U
0,0,1,1,2,0,0,0,0,0,D,4,0,2022,4,U
1,0,1,3,1,3,0,0,0,0,N,9,0,2022,4,P
0,0,0,1,0,1,0,0,0,0,B,2,0,2022,4,U
1,0,0,0,0,0,0,0,0,0,M,1,0,2022,4,U
3,3,0,1,1,0,0,0,0,0,Bi,8,0,2022,4,U
1,0,2,1,1,0,0,0,0,0,D,5,0,2022,4,U
2,1,3,1,2,3,0,0,0,0,I,12,0,2022,4,P
2,3,3,3,2,3,0,0,0,0,M,16,0,2022,4,P
1,3,0,3,0,0,0,0,0,0,Bi,7,0,2022,4,U
2,3,3,3,3,3,0,0,0,0,I,17,0,2022,4,P
2,1,3,0,1,3,0,0,0,0,L,10,0,2022,4,P
3,3,3,3,3,1,2,1,1,0,D,16,4,2022,4,P
3,3,3,1,3,0,0,0,0,0,L,13,0,2022,4,P
3,1,3,3,3,3,0,0,2,0,N,16,2,2022,4,P
2,0,2,3,1,1,0,0,0,0,E,9,0,2022,4,P
2,2,2,3,1,1,0,0,0,0,E,11,0,2022,4,P
3,3,3,3,3,3,0,0,2,0,D,18,2,2022,4,P
2,2,2,2,1,0,0,0,0,0,M,9,0,2022,4,P
1,3,3,2,0,3,0,0,0,0,W,12,0,2022,4,P
3,0,0,3,0,1,0,0,0,0,W,7,0,2022,4,U
2,3,0,3,3,3,0,0,0,0,E,14,0,2022,4,P
2,3,3,3,2,1,0,1,3,0,V,14,4,2022,4,P
1,3,0,3,3,3,0,0,0,0,V,13,0,2022,4,P
3,3,3,3,3,1,0,0,0,0,E,16,0,2022,4,P
1,3,2,2,3,3,0,2,1,0,I,14,3,2022,4,P
2,0,3,3,0,0,0,0,0,0,L,8,0,2022,4,U
2,0,2,3,2,0,0,0,0,0,MD,9,0,2022,4,U
1,3,3,1,1,0,0,0,0,0,C,9,0,2022,4,P
3,1,3,3,0,1,0,0,0,0,M,11,0,2022,4,P
2,0,0,1,0,0,0,0,0,0,K,3,0,2022,4,U
2,2,3,3,1,0,0,0,0,0,K,11,0,2022,4,P
0,0,0,0,0,0,0,0,0,0,C,0,0,2022,4,U
2,0,0,3,2,0,0,0,0,0,Bi,7,0,2022,4,U
3,1,3,1,2,1,0,0,0,0,M,11,0,2022,4,P
1,1,2,3,3,1,0,0,0,0,L,11,0,2022,4,P
3,2,3,1,2,0,0,0,0,0,W,11,0,2022,4,P
3,3,3,3,2,3,0,1,1,0,B,17,2,2022,4,P
2,3,3,2,1,0,0,0,0,0,L,11,0,2022,4,P
2,1,1,1,0,1,0,0,0,0,C,6,0,2022,4,U
3,0,3,1,2,1,0,0,0,0,V,10,0,2022,4,P
3,3,3,3,2,1,0,0,0,0,F,15,0,2022,4,P
0,0,0,0,0,0,0,0,0,0,M,0,0,2022,4,U
3,1,3,2,2,3,0,0,1,0,E,14,1,2022,4,P
1,0,2,3,1,0,0,0,0,0,Bi,7,0,2022,4,U
1,1,0,0,0,0,0,0,0,0,Bi,2,0,2022,4,U
3,1,3,3,2,0,1,0,2,0,C,12,3,2022,4,P
1,1,2,1,2,3,0,0,0,0,E,10,0,2022,4,P
0,1,3,2,2,3,0,0,1,0,E,11,1,2022,4,P
3,1,3,3,3,1,0,0,0,0,L,14,0,2022,4,P
2,1,2,2,2,0,0,0,0,0,V,9,0,2022,4,P
3,1,2,3,3,3,0,0,3,0,I,15,3,2022,4,P
2,0,2,1,2,2,0,0,0,0,L,9,0,2022,4,P
3,3,1,1,2,1,0,0,0,0,E,11,0,2022,4,P
0,0,2,2,0,0,0,0,0,0,M,4,0,2022,4,U
3,1,2,3,0,3,0,0,0,0,I,12,0,2022,4,P
3,2,3,3,3,0,0,0,0,0,E,14,0,2022,4,P
2,3,3,3,3,3,0,0,0,0,F,17,0,2022,4,P
0,1,3,3,2,0,0,0,0,0,V,9,0,2022,4,U
2,1,0,2,0,1,0,0,0,0,C,6,0,2022,4,U
0,0,1,0,0,0,0,0,0,0,K,1,0,2022,4,U
1,0,0,3,0,0,0,0,0,0,M,4,0,2022,4,U
1,3,0,1,2,3,0,0,0,0,B,10,0,2022,4,P
3,1,2,3,2,1,0,0,0,0,L,12,0,2022,4,P
0,1,2,1,1,1,0,0,0,0,M,6,0,2022,4,U
0,1,3,1,0,0,0,0,0,0,V,5,0,2022,4,U
3,0,0,3,1,0,0,0,0,0,L,7,0,2022,4,U
3,0,0,3,0,1,0,0,0,0,D,7,0,2022,4,U
3,1,3,2,0,0,0,0,0,0,V,9,0,2022,4,U
3,0,2,2,0,0,0,0,0,0,Bi,7,0,2022,4,U
3,1,2,1,0,1,0,0,0,0,M,8,0,2022,4,U
3,3,3,3,1,0,0,0,0,0,D,13,0,2022,4,P
0,0,0,1,2,0,0,0,0,0,W,3,0,2022,4,U
3,3,3,2,3,3,0,0,0,0,W,17,0,2022,4,P
1,0,1,2,3,0,0,0,0,0,M,7,0,2022,4,U
0,0,0,0,0,0,0,0,0,0,Bi,0,0,2022,4,U
0,0,0,0,0,0,0,0,0,0,I,0,0,2022,4,U
3,1,3,3,3,1,1,0,3,1,L,14,5,2022,4,P
3,1,3,3,3,0,0,0,0,0,C,13,0,2022,4,P
2,1,3,2,0,3,0,0,0,0,D,11,0,2022,4,P
1,2,0,1,0,0,0,0,0,0,K,4,0,2022,4,U
1,0,2,1,0,0,0,0,0,0,M,4,0,2022,4,U
1,2,0,0,0,0,0,0,0,0,V,3,0,2022,4,U
3,3,3,3,3,2,0,0,3,0,K,17,3,2022,4,P
1,1,2,2,3,0,0,0,0,0,M,9,0,2022,4,P
2,1,3,1,0,0,0,0,0,0,V,7,0,2022,4,U
3,2,3,3,3,2,1,0,3,1,I,16,5,2022,4,P
2,2,2,3,3,0,0,0,0,0,E,12,0,2022,4,P
0,2,2,3,1,0,0,0,0,0,Bi,8,0,2022,4,U
1,2,2,2,0,3,0,0,0,0,C,10,0,2022,4,P
2,1,3,2,1,0,0,0,0,0,V,9,0,2022,4,P
3,0,3,1,3,3,0,0,0,0,M,13,0,2022,4,P
2,1,3,1,1,1,0,0,0,0,V,9,0,2022,4,P
1,1,3,2,2,3,0,0,0,0,V,12,0,2022,4,P
