1,2,3,4,5,6,7,8,9,10,Prg,Total1,Total2,Year,Month,Pass/Fail
1,1,1,3,1,1,0,0,0,0,M,8,0,2023,1,U
0,0,2,0,0,0,0,0,0,0,M,2,0,2023,1,U
3,3,0,2,3,1,3,2,1,1,Pi,12,7,2023,1,P
3,3,2,0,0,0,0,0,0,0,M,8,0,2023,1,U
0,0,1,0,0,0,0,0,0,0,M,1,0,2023,1,U
3,1,3,3,3,3,0,0,0,0,I,16,0,2023,1,P
3,3,0,3,2,1,0,0,0,0,M,12,0,2023,1,P
3,1,1,3,1,1,0,0,0,0,Pi,10,0,2023,1,P
1,3,1,3,0,0,0,0,0,0,I,8,0,2023,1,U
0,0,0,0,0,0,0,0,0,0,M,0,0,2023,1,U
1,3,1,3,2,0,1,3,0,1,I,10,5,2023,1,P
3,1,1,3,0,1,0,0,0,0,I,9,0,2023,1,P
0,3,1,3,1,1,0,0,0,0,I,9,0,2023,1,P
1,3,2,3,1,0,0,0,0,0,M,10,0,2023,1,P
0,2,1,1,1,1,0,0,0,0,MD,6,0,2023,1,U
2,3,1,3,1,2,0,0,2,1,TD,12,3,2023,1,P
3,3,0,3,1,1,0,0,0,0,I,11,0,2023,1,P
2,2,2,3,3,3,3,2,1,3,M,15,9,2023,1,P
3,3,3,3,0,1,0,0,0,0,C,13,0,2023,1,P
3,3,1,3,1,3,3,3,3,1,F,14,10,2023,1,P
3,3,3,3,3,3,0,0,0,0,M,18,0,2023,1,P
3,3,2,3,1,1,0,0,0,0,C,13,0,2023,1,P
1,3,3,2,0,1,0,1,0,1,I,10,2,2023,1,P
0,3,0,0,1,0,0,0,0,0,D,4,0,2023,1,U
0,0,0,0,0,1,0,0,0,0,C,1,0,2023,1,U
2,2,3,2,1,1,0,0,0,0,Bi,11,0,2023,1,P
3,3,2,3,2,1,0,0,0,0,C,14,0,2023,1,P
2,3,2,3,3,3,0,3,3,3,D,16,9,2023,1,P
2,3,2,0,1,1,0,0,0,0,C,9,0,2023,1,P
0,0,0,0,0,0,0,0,0,0,M,0,0,2023,1,U
2,3,2,0,0,1,0,0,0,0,E,8,0,2023,1,U
2,1,2,3,0,1,0,0,0,0,M,9,0,2023,1,P
3,3,1,3,2,1,0,0,0,0,-,13,0,2023,1,P
0,3,1,0,0,0,0,0,0,0,E,4,0,2023,1,U
1,1,2,3,3,1,3,3,0,1,I,11,7,2023,1,P
2,3,2,3,1,1,3,2,0,1,I,12,6,2023,1,P
0,0,0,0,0,0,0,0,0,0,C,0,0,2023,1,U
1,3,3,3,1,1,0,0,0,0,C,12,0,2023,1,P
0,3,1,3,0,1,0,0,0,0,-,8,0,2021,8,U
1,3,2,3,1,1,0,0,0,0,-,11,0,2021,8,P
3,3,3,2,3,3,3,3,0,0,-,17,6,2021,8,P
3,3,1,2,2,1,0,0,0,0,-,12,0,2021,8,P
3,3,1,0,1,1,0,0,0,0,-,9,0,2021,8,P
2,3,0,1,0,1,0,0,0,0,-,7,0,2021,8,U
3,1,1,0,1,1,0,0,0,0,-,7,0,2021,8,U
1,3,2,0,2,1,0,0,0,0,-,9,0,2021,8,P
0,3,0,1,1,1,0,0,0,0,-,6,0,2021,8,U
3,3,2,1,1,1,0,0,0,0,-,11,0,2021,8,P
1,0,1,0,2,1,0,0,0,0,-,5,0,2021,8,U
0,2,1,0,0,1,0,0,0,0,-,4,0,2021,8,U
2,1,2,3,2,0,0,0,0,0,-,10,0,2021,8,P
0,3,2,0,1,1,0,0,0,0,-,7,0,2021,8,U
3,3,2,3,3,1,3,0,0,0,-,15,3,2021,8,P
3,3,2,1,1,1,3,1,0,0,-,11,4,2021,8,P
3,0,2,2,0,1,0,0,0,0,-,8,0,2021,8,U
0,3,2,1,0,1,0,0,0,0,-,7,0,2021,8,U
3,3,2,3,1,1,3,1,0,0,-,13,4,2021,8,P
0,0,0,0,0,0,0,0,0,0,-,0,0,2021,8,U
0,3,0,0,0,0,0,0,0,0,-,3,0,2021,8,U
0,3,1,0,1,1,0,0,0,0,-,6,0,2021,8,U
0,3,1,3,2,1,0,0,0,0,-,10,0,2021,8,P
3,3,3,3,2,1,3,0,0,0,-,15,3,2021,8,P
3,1,2,2,0,2,0,0,0,0,-,10,0,2021,8,P
0,3,0,3,0,1,0,0,0,0,-,7,0,2021,8,U
2,0,1,0,1,1,0,0,0,0,-,5,0,2021,8,U
1,3,1,3,1,3,0,0,0,0,-,12,0,2021,8,P
3,3,2,3,3,2,0,0,0,0,-,16,0,2021,8,P
0,3,0,0,1,1,0,0,0,0,-,5,0,2021,8,U
0,3,2,3,2,1,0,0,0,0,-,11,0,2021,8,P
0,3,1,0,1,1,0,0,0,0,-,6,0,2021,8,U
3,3,2,3,2,3,3,0,0,0,-,16,3,2021,8,P
3,3,3,0,2,3,0,0,0,0,-,14,0,2021,8,P
0,1,1,0,1,1,0,0,0,0,-,4,0,2021,8,U
3,1,2,2,1,1,0,0,0,0,-,10,0,2021,8,P
0,0,0,0,0,1,0,0,0,0,-,1,0,2021,8,U
0,2,2,0,0,1,0,0,0,0,-,5,0,2021,8,U
1,3,2,1,1,1,0,0,0,0,-,9,0,2021,8,P
0,3,1,3,1,0,0,0,0,0,-,8,0,2021,8,U
0,3,2,2,2,1,0,0,0,0,-,10,0,2021,8,P
3,3,0,1,1,1,0,0,0,0,-,9,0,2021,8,P
2,3,2,2,2,1,0,0,0,0,-,12,0,2021,8,P
3,3,3,1,2,3,3,0,0,0,-,15,3,2021,8,P
2,3,1,0,1,1,0,0,0,0,-,8,0,2021,8,U
1,3,0,2,2,1,0,0,0,0,-,9,0,2021,8,P
3,3,2,3,2,2,3,0,0,0,-,15,3,2021,8,P
0,2,0,0,0,0,0,0,0,0,-,2,0,2021,8,U
0,3,1,3,1,1,0,0,0,0,-,9,0,2021,8,P
3,3,2,2,3,3,3,0,3,0,-,16,6,2021,8,P
2,3,0,0,2,1,0,0,0,0,-,8,0,2021,8,U
3,2,2,1,1,2,3,0,0,0,-,11,3,2021,8,P
1,3,0,0,1,1,0,0,0,0,-,6,0,2021,8,U
3,3,1,0,1,2,0,0,0,0,-,10,0,2021,8,P
3,3,3,1,2,0,0,0,0,0,-,12,0,2021,8,P
1,3,0,0,0,1,0,0,0,0,-,5,0,2021,8,U
3,3,3,1,2,0,0,0,0,0,-,12,0,2021,8,P
1,3,0,0,0,1,0,0,0,0,-,5,0,2021,8,U
0,2,0,0,2,0,0,0,0,0,-,4,0,2021,8,U
0,0,0,0,1,1,0,0,0,0,-,2,0,2021,8,U
3,2,1,3,2,3,0,0,0,0,-,14,0,2021,8,P
3,3,2,2,2,3,0,0,0,0,-,15,0,2021,8,P
0,3,0,2,2,1,0,0,0,0,-,8,0,2021,8,U
3,3,2,3,1,3,0,0,0,0,-,15,0,2021,8,P
3,3,1,0,2,1,3,0,0,0,-,10,3,2021,8,P
1,3,1,3,2,1,0,0,0,0,-,11,0,2021,8,P
3,3,3,3,2,3,3,3,0,0,-,17,6,2021,8,P
0,3,0,3,0,1,0,0,0,0,-,7,0,2021,8,U
3,3,0,0,1,1,0,0,0,0,-,8,0,2021,8,U
1,3,2,3,2,1,0,0,0,0,-,12,0,2021,8,P
3,3,1,0,1,1,0,0,0,0,-,9,0,2021,8,P
0,1,2,3,0,3,0,0,0,0,-,9,0,2021,8,U
3,3,3,3,3,3,3,3,0,0,-,18,6,2021,8,P
3,3,2,3,0,3,1,0,0,0,-,14,1,2021,8,P
2,3,0,2,2,1,3,0,0,0,-,10,3,2021,8,P
3,3,2,1,0,1,0,0,0,0,-,10,0,2021,8,P
0,1,0,0,0,1,0,0,0,0,-,2,0,2021,8,U
3,3,0,3,1,2,1,0,0,0,-,12,1,2021,8,P
3,3,2,3,2,0,1,0,0,0,-,13,1,2021,8,P
3,3,2,3,1,0,0,0,0,0,-,12,0,2021,8,P
0,0,0,0,0,0,0,0,0,0,-,0,0,2021,8,U
0,0,0,0,0,0,0,0,0,0,-,0,0,2021,8,U
3,3,2,3,0,1,0,0,0,0,-,12,0,2021,8,P
2,3,2,3,0,2,1,0,0,0,-,12,1,2021,8,P
3,1,1,0,0,0,0,0,0,0,-,5,0,2021,8,U
3,1,0,1,1,3,0,0,0,0,-,9,0,2021,8,P
0,3,1,0,0,0,0,0,0,0,-,4,0,2021,8,U
3,3,0,2,2,1,0,0,0,0,-,11,0,2021,8,P
0,3,1,0,1,1,0,0,0,0,-,6,0,2021,8,U
2,3,0,0,0,3,0,0,0,0,-,8,0,2021,8,U
3,3,2,3,1,3,3,0,0,0,-,15,3,2021,8,P
3,2,1,3,0,3,0,0,0,0,-,12,0,2021,8,P
3,3,2,3,1,1,3,0,0,0,-,13,3,2021,8,P
3,3,2,0,1,1,0,0,0,0,-,10,0,2021,8,P
3,3,2,3,2,0,0,0,0,0,-,13,0,2021,8,P
3,3,1,3,0,1,0,0,0,0,-,11,0,2021,8,P
0,2,3,0,0,0,0,0,0,0,-,5,0,2021,8,U
0,1,0,2,0,0,0,0,0,0,-,3,0,2021,8,U
3,3,2,1,1,1,3,0,0,0,-,11,3,2021,8,P
0,3,0,0,0,1,0,0,0,0,-,4,0,2021,8,U
3,3,0,0,1,2,0,0,0,0,-,9,0,2021,8,U
2,3,2,3,2,3,0,0,0,0,-,15,0,2021,8,P
2,3,2,2,1,1,0,0,0,0,-,11,0,2021,8,P
2,3,1,1,0,3,0,0,0,0,-,10,0,2021,8,P
0,1,0,0,0,1,0,0,0,0,-,2,0,2021,8,U
0,3,0,0,0,0,0,0,0,0,-,3,0,2021,8,U
2,3,0,2,1,2,0,0,0,0,-,10,0,2021,8,P
0,0,1,0,1,0,0,0,0,0,-,2,0,2021,8,U
0,0,1,0,1,0,0,0,0,0,-,2,0,2021,8,U
0,1,1,1,1,0,0,0,0,0,-,4,0,2021,8,U
1,1,0,0,1,0,0,0,0,0,-,3,0,2021,8,U
0,3,0,0,1,0,0,0,0,0,-,4,0,2021,8,U
2,2,0,1,1,0,0,0,0,0,-,6,0,2021,8,U
3,3,1,2,2,1,0,0,0,0,-,12,0,2021,8,P
0,0,0,0,0,0,0,0,0,0,-,0,0,2021,8,U
3,3,1,3,0,3,3,0,0,0,-,13,3,2021,8,P
1,3,0,2,0,0,0,0,0,0,-,6,0,2021,8,U
0,2,1,0,0,0,0,0,0,0,-,3,0,2021,8,U
3,3,2,2,2,0,3,0,0,0,-,12,3,2021,8,P
3,3,3,3,2,3,3,2,3,0,-,17,8,2021,8,P
3,2,0,0,1,1,0,0,0,0,-,7,0,2021,8,U
0,3,0,0,0,1,0,0,0,0,-,4,0,2021,8,U
3,0,0,0,1,3,0,0,0,0,-,7,0,2021,8,U
0,3,1,3,1,0,0,0,0,0,-,8,0,2021,8,U
0,3,0,0,1,1,0,0,0,0,-,5,0,2021,8,U
3,3,1,1,0,1,0,0,0,0,-,9,0,2021,8,P
3,3,1,0,2,1,0,0,0,0,-,10,0,2021,8,P
3,3,3,3,3,3,3,3,1,0,-,18,7,2021,8,P
2,3,2,3,1,0,0,0,0,0,-,11,0,2021,8,P
0,1,1,1,0,3,0,0,0,0,-,6,0,2021,8,U
0,2,2,0,1,1,0,0,0,0,-,6,0,2021,8,U
3,3,1,3,1,1,3,0,0,0,-,12,3,2021,8,P
3,3,1,0,0,0,0,0,0,0,-,7,0,2021,8,U
3,3,2,0,1,1,0,0,0,0,-,10,0,2021,8,P
3,3,2,2,0,1,0,0,0,0,-,11,0,2021,8,P
3,3,0,1,1,1,1,0,0,0,-,9,1,2021,8,P
3,3,1,3,0,1,0,0,0,0,-,11,0,2021,8,P
2,2,2,0,1,1,0,0,0,0,-,8,0,2021,8,U
3,3,2,2,1,1,0,0,0,0,-,12,0,2021,8,P
0,1,3,0,0,0,0,0,0,0,-,4,0,2021,8,U
3,3,1,3,2,1,0,0,0,0,-,13,0,2021,8,P
0,3,1,0,1,1,0,0,0,0,-,6,0,2021,8,U
3,3,2,1,0,1,0,0,0,0,-,10,0,2021,8,P
3,3,1,3,3,1,3,0,1,0,B,14,4,2023,3,P
3,2,3,3,3,3,0,0,0,0,W,17,0,2023,3,P
2,1,3,2,0,1,3,2,0,0,D,9,5,2023,3,P
3,2,1,1,0,2,0,0,0,0,W,9,0,2023,3,P
3,2,2,3,1,1,0,0,0,0,N,12,0,2023,3,P
0,0,0,0,0,0,0,0,0,0,L,0,0,2023,3,U
3,3,1,3,3,3,3,0,3,0,V,16,6,2023,3,P
3,3,2,3,3,3,3,0,1,0,B,17,4,2023,3,P
3,2,3,3,1,2,3,0,0,1,N,14,4,2023,3,P
3,1,1,3,3,1,0,0,0,0,K,12,0,2023,3,P
2,3,1,3,2,1,0,0,0,0,N,12,0,2023,3,P
3,3,3,2,2,2,0,0,0,0,L,15,0,2023,3,P
3,1,1,3,1,0,0,0,0,0,Bi,9,0,2023,3,P
0,1,1,0,0,0,0,0,0,0,V,2,0,2023,3,U
3,2,1,0,2,0,0,0,0,0,M,8,0,2023,3,U
3,1,3,3,3,1,0,0,0,0,E,14,0,2023,3,P
3,3,1,3,1,1,0,0,0,0,V,12,0,2023,3,P
3,3,3,3,3,3,3,0,2,0,W,18,5,2023,3,P
3,1,3,2,3,3,0,0,0,0,N,15,0,2023,3,P
0,1,1,3,0,2,0,0,0,0,V,7,0,2023,3,U
3,3,3,3,0,2,0,0,0,0,V,14,0,2023,3,P
3,2,1,2,0,1,0,0,0,0,V,9,0,2023,3,P
1,1,1,3,1,0,0,0,0,0,N,7,0,2023,3,U
0,1,0,1,0,0,0,0,0,0,,2,0,2023,3,U
1,1,1,3,0,0,0,0,0,0,C,6,0,2023,3,U
3,1,1,3,3,3,0,0,0,0,E,14,0,2023,3,P
1,3,1,0,3,1,0,0,0,0,E,9,0,2023,3,P
3,3,0,3,0,0,0,0,0,0,M,9,0,2023,3,U
3,2,1,3,2,1,0,0,0,0,BME,12,0,2023,3,P
1,3,1,3,1,0,0,0,0,0,E,9,0,2023,3,P
3,2,1,3,2,1,0,0,0,0,E,12,0,2023,3,P
0,0,1,0,1,0,0,0,0,0,K,2,0,2023,3,U
0,0,0,0,0,0,0,0,0,0,,0,0,2023,3,U
1,2,1,1,0,0,0,0,0,0,N,5,0,2023,3,U
0,0,0,0,0,0,0,0,0,0,D,0,0,2023,3,U
3,3,3,3,3,2,0,0,0,0,B,17,0,2023,3,P
3,3,1,3,2,2,0,0,0,0,K,14,0,2023,3,P
3,2,1,0,1,1,0,0,0,0,V,8,0,2023,3,U
3,0,0,3,0,1,0,0,0,0,M,7,0,2023,3,U
3,3,1,1,2,1,0,0,0,0,,11,0,2023,3,P
1,0,1,2,2,0,0,0,0,0,E,6,0,2023,3,U
1,1,0,0,1,0,0,0,0,0,W,3,0,2023,3,U
1,3,0,3,0,1,0,0,0,0,E,8,0,2023,3,U
2,3,1,2,1,0,0,0,0,0,N,9,0,2023,3,P
1,3,3,3,3,1,0,0,0,0,B,14,0,2023,3,P
3,2,1,3,0,0,0,0,0,0,V,9,0,2023,3,U
0,2,1,3,3,1,0,0,0,0,D,10,0,2023,3,P
3,2,1,3,2,0,0,0,0,0,Bi,11,0,2023,3,P
0,0,0,0,0,0,0,0,0,0,K,0,0,2023,3,U
3,2,1,3,0,0,0,0,0,0,W,9,0,2023,3,U
2,1,0,3,1,0,0,0,0,0,Bi,7,0,2023,3,U
2,1,1,0,2,1,0,0,0,0,V,7,0,2023,3,U
3,2,1,3,1,1,0,0,0,0,V,11,0,2023,3,P
3,2,1,2,1,1,0,0,0,0,V,10,0,2023,3,P
0,0,0,0,0,0,0,0,0,0,V,0,0,2023,3,U
3,3,1,3,2,1,1,0,0,0,B,13,1,2023,3,P
2,2,3,3,1,1,0,0,1,0,B,12,1,2023,3,P
2,2,1,2,1,2,0,0,0,0,M,10,0,2023,3,P
3,3,3,3,3,1,0,0,0,0,E,16,0,2023,3,P
1,1,1,1,1,2,0,0,0,0,E,7,0,2023,3,U
3,2,1,2,1,3,1,0,0,0,V,12,1,2023,3,P
2,2,0,3,2,2,0,0,0,0,E,11,0,2023,3,P
3,3,1,3,2,2,1,0,0,0,W,14,1,2023,3,P
3,2,3,2,2,1,0,0,0,0,V,13,0,2023,3,P
1,3,1,2,1,1,0,0,0,0,L,9,0,2023,3,P
3,3,1,3,3,1,0,0,0,0,K,14,0,2023,3,P
3,0,1,3,1,1,0,0,0,0,V,9,0,2023,3,P
3,3,0,3,2,1,0,0,0,0,BME,12,0,2023,3,P
3,0,2,0,0,0,0,0,0,0,E,5,0,2023,3,U
3,2,1,3,2,0,0,0,0,0,V,11,0,2023,3,P
1,3,1,3,0,0,0,0,0,0,Bi,8,0,2023,3,U
3,3,3,3,2,3,0,0,0,0,V,17,0,2023,3,P
1,1,0,2,0,1,0,0,0,0,Bi,5,0,2023,3,U
3,2,1,3,3,3,2,0,0,1,D,15,3,2023,3,P
2,2,1,0,0,1,0,0,0,0,B,6,0,2023,3,U
3,2,3,3,2,1,0,0,0,0,B,14,0,2023,3,P
1,1,1,3,3,3,0,0,0,1,N,12,1,2023,3,P
3,3,1,3,1,2,0,0,0,0,B,13,0,2023,3,P
3,3,1,3,3,1,0,0,0,0,L,14,0,2023,3,P
3,2,1,3,2,0,0,0,0,0,L,11,0,2023,3,P
3,3,3,3,2,3,0,0,0,0,B,17,0,2023,3,P
3,2,1,3,3,2,0,0,0,0,W,14,0,2023,3,P
3,1,1,3,0,1,0,0,0,0,B,9,0,2023,3,P
3,2,1,3,1,1,3,0,2,0,K,11,5,2023,3,P
3,0,1,3,3,2,3,0,0,0,N,12,3,2023,3,P
3,1,1,0,4,1,0,0,0,0,K,10,0,2023,3,P
1,2,1,3,2,0,0,0,0,0,MD,9,0,2023,3,P
3,1,0,3,0,1,0,0,0,0,E,8,0,2023,3,U
3,2,2,3,0,3,0,0,0,0,D,13,0,2023,3,P
2,2,1,2,2,0,0,0,0,0,V,9,0,2023,3,P
3,3,3,3,3,1,0,0,2,1,E,16,3,2023,3,P
3,1,1,3,3,3,0,0,0,0,B,14,0,2023,3,P
1,2,1,2,3,0,0,0,0,0,Pi,9,0,2023,3,P
3,2,3,3,3,2,0,0,0,0,V,16,0,2023,3,P
3,2,1,3,2,1,0,0,0,0,V,12,0,2023,3,P
3,3,3,3,3,2,3,2,3,0,B,17,8,2023,3,P
3,2,0,3,2,1,0,0,0,0,K,11,0,2023,3,P
1,1,1,3,1,0,0,0,0,0,B,7,0,2023,3,U
2,1,3,3,3,3,0,0,0,0,B,15,0,2023,3,P
3,3,1,3,2,3,0,0,0,0,K,15,0,2023,3,P
2,2,1,3,2,1,0,0,0,0,D,11,0,2023,3,P
3,1,3,3,2,0,0,0,0,0,I,12,0,2023,3,P
3,1,1,3,1,0,0,0,0,0,V,9,0,2023,3,P
1,2,3,3,1,2,0,0,0,0,V,12,0,2023,3,P
0,1,1,0,1,0,0,0,0,0,W,3,0,2023,3,U
0,1,1,3,0,0,0,0,0,0,Pi,5,0,2023,3,U
1,1,3,3,3,1,0,0,0,0,V,12,0,2023,3,P
1,2,1,0,0,3,0,0,0,0,D,7,0,2023,3,U
1,2,0,3,1,0,0,0,0,0,Bi,7,0,2023,3,U
0,0,0,0,0,0,0,0,0,0,E,0,0,2023,3,U
3,2,3,3,3,3,3,0,0,1,B,17,4,2023,3,P
3,3,3,3,3,3,3,2,2,0,B,18,7,2023,3,P
3,1,3,3,3,3,3,1,0,0,K,16,4,2023,3,P
3,3,3,3,3,3,3,0,0,0,B,18,3,2023,3,P
2,2,3,3,2,1,0,0,0,0,E,13,0,2023,3,P
1,2,3,3,2,1,0,0,0,0,V,12,0,2023,3,P
0,0,0,0,0,0,0,0,0,0,K,0,0,2023,3,U
0,3,0,0,1,0,0,0,0,0,V,4,0,2023,3,U
1,3,0,0,1,0,0,0,0,0,W,5,0,2023,3,U
3,3,1,3,2,2,3,0,2,0,N,14,5,2023,3,P
3,1,0,3,1,0,0,0,0,0,V,8,0,2023,3,U
3,2,1,3,2,0,0,0,0,0,K,11,0,2023,3,P
2,2,1,3,1,2,0,0,0,0,V,11,0,2023,3,P
1,3,1,3,1,3,0,0,0,0,N,12,0,2023,3,P
0,0,1,0,0,1,0,0,0,0,C,2,0,2023,3,U
3,3,1,3,1,0,0,0,0,0,,11,0,2023,3,P
3,2,3,3,3,3,3,0,2,0,B,17,5,2023,3,P
3,2,3,3,0,1,0,0,0,0,N,12,0,2023,3,P
1,3,1,3,1,2,0,0,0,0,V,11,0,2023,3,P
3,3,0,3,2,0,0,0,0,0,W,11,0,2023,3,U
1,0,1,0,0,0,0,0,0,0,K,2,0,2023,3,U
0,0,0,3,0,0,0,0,0,0,E,3,0,2023,3,U
3,3,1,3,2,2,0,0,0,0,V,14,0,2023,3,P
1,2,1,3,2,0,0,0,0,0,K,9,0,2023,3,P
3,2,1,2,1,0,0,0,0,0,L,9,0,2023,3,P
2,0,0,1,0,0,0,0,0,0,,3,0,2023,3,U
2,3,3,3,3,3,0,0,2,0,N,17,2,2023,3,P
3,2,1,3,2,1,1,0,3,0,K,12,4,2023,3,P
3,2,1,3,3,3,0,0,0,0,K,15,0,2023,3,P
2,3,1,3,1,0,0,0,0,0,K,10,0,2023,3,P
1,1,3,3,0,1,0,0,0,0,N,9,0,2023,3,P
3,2,3,2,3,1,3,2,0,1,W,14,6,2023,3,P
1,3,3,3,3,3,3,0,2,0,W,16,5,2023,3,P
3,2,1,3,0,1,3,0,0,0,D,10,3,2023,3,P
3,3,3,3,3,1,2,0,0,1,B,16,3,2023,3,P
1,2,3,2,2,0,0,0,0,0,L,10,0,2023,3,P
1,2,1,3,2,1,0,0,0,0,V,10,0,2023,3,P
3,3,1,3,3,3,0,0,0,0,Bi,16,0,2023,3,P
0,2,1,1,2,0,0,0,0,0,MD,6,0,2023,3,U
1,3,2,3,2,0,0,0,0,0,Bi,11,0,2023,3,P
2,1,1,3,3,1,0,0,0,0,Bi,11,0,2023,3,P
0,2,1,0,0,0,0,0,0,0,E,3,0,2023,3,U
2,3,3,3,1,1,0,0,0,0,Bi,13,0,2023,3,P
3,2,1,3,3,0,0,0,0,0,Bi,12,0,2023,3,P
2,3,1,2,2,1,0,0,0,0,,11,0,2023,3,P
3,1,2,0,0,0,0,0,0,0,N,6,0,2023,3,U
3,3,3,2,2,1,0,0,0,0,L,14,0,2023,3,P
0,0,0,0,0,0,0,0,0,0,Bi,0,0,2023,3,U
2,3,0,3,0,1,0,0,0,0,M,9,0,2023,3,U
2,1,0,0,0,3,0,0,0,0,Bi,6,0,2023,3,U
3,3,3,3,2,1,0,0,0,0,N,15,0,2023,3,P
0,1,0,3,0,1,0,0,0,0,E,5,0,2023,3,U
3,1,1,2,1,2,0,0,0,0,W,10,0,2023,3,P
2,2,1,3,2,0,0,0,0,0,Bi,10,0,2023,3,P
3,2,1,3,2,2,0,0,0,0,L,13,0,2023,3,P
3,2,1,2,3,1,0,0,0,0,L,12,0,2023,3,P
